seed,maximum observed yield,yield 1,yield 2,yield 3,yield 4,yield 5,yield 6,yield 7,yield 8,yield 9,yield 10,Mean,Min,Max
981973,99.61910732,4.225486824,65.78374618,28.40072634,71.32414041,12.30029297,64.68104609,34.28672739,24.45376754,3.510094374,0.344428756,30.93104569,0.344428756,71.32414041
378722,99.61910732,3.10979023,49.87050942,40.37403082,65.86005497,67.81850094,71.55294754,30.38899776,0.566845941,11.0075153,57.37548977,39.79246827,0.566845941,71.55294754
3664,99.61910732,85.8122803,71.32414041,29.83775681,7.259820865,63.8547365,49.11143206,10.37235966,2.066222749,30.59514524,42.20791273,39.24418073,2.066222749,85.8122803
479744,99.61910732,23.26106265,70.62989218,38.66523027,12.592787,61.27839379,1.660025621,20.36096013,73.31932313,10.87603871,28.37187434,34.10155878,1.660025621,73.31932313
752017,99.61910732,53.88645108,60.28357539,40.40712226,7.024622197,35.25588385,17.06361217,12.05436323,89.32288292,35.88987774,72.6088082,42.3797199,7.024622197,89.32288292
189173,99.61910732,0.648980669,0.841459123,44.53583158,10.25341715,21.60400316,36.58244249,10.04227922,94.50096737,76.63515592,66.85191048,36.24964472,0.648980669,94.50096737
465544,99.61910732,8.36792795,61.92858478,0,29.62604669,0.974444275,19.65092582,37.90012178,10.78771766,61.6695561,43.37501152,27.42803366,0,61.92858478
924152,99.61910732,53.23936389,15.87410565,77.6347291,53.37807808,6.9479336,5.992320527,0,4.28271464,0,63.83709974,28.11863452,0,77.6347291
82498,99.61910732,3.309805744,0.275668441,14.01241706,27.61595801,95.75260589,52.0133379,51.11682644,64.13599101,3.373624056,14.7474972,32.63537318,0.275668441,95.75260589
718188,99.61910732,0.423167396,0,5.39705828,73.64322424,0,0,58.32558385,89.12987666,2.413308832,63.53604944,29.28682687,0,89.12987666
137609,99.61910732,99.03446213,6.931862367,34.68494953,7.108204477,3.339136515,23.57347354,16.01570816,12.38761085,23.9717282,17.08756486,24.41347006,3.339136515,99.03446213
53515,99.61910732,39.20587876,11.17697809,40.41327646,0.375286042,1.779970363,61.5016932,52.90774845,66.07394644,21.4669222,0,29.49017,0,66.07394644
278609,99.61910732,6.90640733,82.33244396,2.74121661,31.25713511,0,56.8433722,0.49264217,14.9442896,42.28229272,0.419612341,23.8219412,0,82.33244396
102950,99.61910732,0.344428756,86.79260178,5.094725505,84.40416295,8.990373152,1.132043957,70.14060434,35.24488191,49.46796695,40.97949244,38.25912817,0.344428756,86.79260178
402202,99.61910732,0,7.972544215,57.24624739,36.55522639,63.46127974,2.600006823,33.44709826,45.77689221,43.82916168,32.8144383,32.3702895,0,63.46127974
655546,99.61910732,5.928429551,10.49048013,57.74229286,0,66.01585424,30.84474943,30.758172,15.44371593,81.15116736,89.32288292,38.76977444,0,89.32288292
387215,99.61910732,75.8997955,43.73298112,0,98.84920594,42.32124218,7.66652575,61.03423565,53.94447324,18.36789148,9.58087319,41.13972241,0,98.84920594
202464,99.61910732,19.53099508,2.008708666,0.297246729,27.31009438,48.93807733,41.96736477,36.03481726,83.14947865,23.41994655,9.794715203,29.24514446,0.297246729,83.14947865
546413,99.61910732,21.70039266,1.599458738,47.555818,50.20384511,11.40684881,6.03417912,24.97534285,22.58353247,23.41191123,32.41068171,24.18820107,1.599458738,50.20384511
240383,99.99999,28.85136629,19.22189421,70.35430221,7.242678118,42.29478749,10.75855339,93.42111456,73.64322424,64.60204454,25.0144043,43.54043693,7.242678118,93.42111456
262285,99.99999,13.29271578,12.21281347,43.69560153,42.55967392,16.85617983,53.5695113,6.151237345,26.95590806,7.121202503,58.864107,28.12789507,6.151237345,58.864107
853433,99.99999,79.44483195,24.17024028,46.01420049,48.43208177,0,50.86308576,13.79100096,29.36083658,32.41068171,65.50261834,38.99895778,0,79.44483195
461212,99.99999,0.230274449,0,0.489724505,31.83731475,30.59884697,11.67138777,11.25502625,0.81239337,2.720923971,4.7108856,9.432677764,0,31.83731475
434353,99.99999,66.0578891,36.85037948,31.2993075,2.354282195,0,80.16290148,63.26443611,1.826315609,0.438548426,0.648980669,28.29030406,0,80.16290148
308111,99.99999,60.13886073,36.96535355,14.86219247,6.286120839,74.51133845,24.02218457,76.11415284,60.85990802,0,0.668792684,35.44289042,0,76.11415284
649134,99.99999,98.84920594,44.14137034,0.605197064,3.803167764,23.18775097,35.80552258,4.698019536,80.58863006,2.74121661,63.99072189,35.84108028,0.605197064,98.84920594
23927,99.99999,69.39855223,0.64714493,11.32681683,4.80921591,0.850358426,5.298717423,51.25885662,32.95642094,61.04819615,49.61438009,28.72086595,0.64714493,69.39855223
585673,99.99999,8.47025224,63.69608906,46.67086698,92.00324978,32.37253744,94.87994774,37.26514805,79.19714754,20.36096013,22.16483544,49.70810344,8.47025224,94.87994774
880354,99.99999,80.28994263,6.151237345,7.228003443,70.67829218,11.92095297,42.11946098,19.90273024,76.21686958,82.40046293,11.59336493,40.85013172,6.151237345,82.40046293
973206,99.99999,41.4297554,17.33987768,7.774794319,0.788355769,80.53864746,5.971176669,81.29892199,33.9312366,8.674987339,55.96628365,33.37140369,0.788355769,81.29892199
347732,99.99999,33.22033214,0.359225753,0,8.674987339,24.96800216,19.78249574,12.60415393,0,1.232632372,8.748271213,10.95901006,0,33.22033214
48655,99.99999,78.70773698,15.85894672,70.58038327,2.785991996,0.354218547,3.468901589,4.469322068,46.79588748,57.65452227,51.57354724,33.22494582,0.354218547,78.70773698
550892,99.99999,90.37135809,0,69.08248124,3.045865819,11.12595571,0.406585723,0,8.955957809,49.51819322,24.99527669,25.75016743,0,90.37135809
600224,99.99999,27.79577337,8.955957809,9.011992674,14.42253285,6.654637209,49.14544471,3.031273928,65.73471929,31.38632484,60.93427362,27.70729303,3.031273928,65.73471929
