seed,maximum observed yield,yield 1,yield 2,yield 3,yield 4,yield 5,yield 6,yield 7,yield 8,Mean,Min,Max
202384,99.03446213,59.93053961,63.99072189,1.73070141,7.802080337,1.224185961,10.26328927,74.21032846,7.641917878,28.3492206,1.224185961,74.21032846
80398,99.03446213,43.35721014,62.03548199,5.620589612,40.9724255,26.95590806,20.76458994,24.72320112,10.03471889,29.30801566,5.620589612,62.03548199
736896,99.03446213,7.911192525,40.47969677,20.07939568,20.18480169,71.00136701,50.70720641,0.844427684,50.28049867,32.6860733,0.844427684,71.00136701
563816,99.61910732,14.46827704,32.37253744,4.577603745,9.322132163,11.38334579,0,11.25218088,80.52782377,20.4879876,0,80.52782377
797666,99.61910732,56.62080434,26.14998957,96.59121826,38.59563351,71.5462211,59.10146589,80.39591728,0.529819216,53.69138365,0.529819216,96.59121826
611999,99.61910732,0.701552228,0,51.10248957,23.34747951,49.32388819,0,34.91231211,0,19.9234652,0,51.10248957
834260,99.99999,47.89881593,55.08984272,4.206951598,26.65189435,41.53702825,4.522238884,0,83.73721982,32.95549894,0,83.73721982
933772,99.99999,94.14846732,93.02887198,63.81281277,2.294941324,79.8902752,54.29333472,41.728023,71.05445565,62.53139775,2.294941324,94.14846732
491943,99.99999,0.701552228,48.56121582,29.97543001,0,12.47762059,8.110761371,28.41978949,20.51920273,18.59569653,0,48.56121582
791157,99.99999,26.50151753,7.182520972,99.99999,38.03109863,49.11143206,5.085670913,14.86219247,9.034825048,31.22615595,5.085670913,99.99999
166361,99.99999,37.83294904,39.32908802,19.70724871,57.95486785,53.10447809,77.78682066,20.84643886,49.01475041,44.44708021,19.70724871,77.78682066
445005,99.99999,47.33481015,14.51047679,2.331533569,99.99999,35.8579046,46.97084661,89.07661609,59.16896654,49.40639304,2.331533569,99.99999
956367,99.99999,0,39.70763397,49.57379186,0,73.16269955,27.22195897,4.698019536,35.2237201,28.698478,0,73.16269955
572767,99.99999,98.84920594,79.87241595,7.957289224,8.653540466,23.09132333,1.73070141,59.81582481,46.52870973,40.81237636,1.73070141,98.84920594
